[ß],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
001:(01/01),0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.9,19.6,26.3,30.3,31.1,28.6,23.0,15.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
002:(01/02),0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.9,19.6,26.3,30.4,31.2,28.7,23.2,15.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
003:(01/03),0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.9,19.6,26.4,30.5,31.3,28.8,23.3,15.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
004:(01/04),0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.9,19.6,26.4,30.5,31.4,28.9,23.4,15.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
005:(01/05),0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9,19.7,26.5,30.6,31.5,29.1,23.6,15.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
006:(01/06),0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9,19.7,26.5,30.7,31.7,29.2,23.7,15.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
007:(01/07),0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9,19.7,26.6,30.8,31.8,29.3,23.9,16.1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
008:(01/08),0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.9,19.8,26.7,30.9,31.9,29.5,24.0,16.2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
009:(01/09),0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.0,19.8,26.8,31.0,32.0,29.6,24.2,16.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
010:(01/10),0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,19.9,26.8,31.1,32.2,29.8,24.4,16.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
011:(01/11),0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.0,19.9,26.9,31.3,32.3,30.0,24.5,16.7,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
012:(01/12),0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.1,20.0,27.0,31.4,32.5,30.1,24.7,16.9,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
013:(01/13),0.0,0.0,0.0,0.0,0.0,0.0,0.8,11.1,20.1,27.1,31.5,32.7,30.3,24.9,17.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
014:(01/14),0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.2,20.2,27.3,31.7,32.8,30.5,25.1,17.3,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
015:(01/15),0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.3,20.3,27.4,31.8,33.0,30.7,25.3,17.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
016:(01/16),0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,20.4,27.5,32.0,33.2,30.9,25.5,17.7,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
017:(01/17),0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,20.5,27.7,32.2,33.4,31.1,25.7,17.9,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
018:(01/18),0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.5,20.6,27.8,32.4,33.6,31.3,25.9,18.1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
019:(01/19),0.0,0.0,0.0,0.0,0.0,0.0,1.2,11.6,20.7,27.9,32.5,33.8,31.5,26.1,18.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
020:(01/20),0.0,0.0,0.0,0.0,0.0,0.0,1.2,11.7,20.8,28.1,32.7,34.0,31.8,26.3,18.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
021:(01/21),0.0,0.0,0.0,0.0,0.0,0.0,1.3,11.8,21.0,28.3,32.9,34.2,32.0,26.6,18.7,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
022:(01/22),0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.9,21.1,28.4,33.1,34.5,32.2,26.8,18.9,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
023:(01/23),0.0,0.0,0.0,0.0,0.0,0.0,1.5,12.0,21.3,28.6,33.3,34.7,32.5,27.0,19.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
024:(01/24),0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.1,21.4,28.8,33.5,34.9,32.7,27.2,19.3,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
025:(01/25),0.0,0.0,0.0,0.0,0.0,0.0,1.7,12.3,21.6,29.0,33.8,35.2,32.9,27.5,19.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
026:(01/26),0.0,0.0,0.0,0.0,0.0,0.0,1.8,12.4,21.7,29.2,34.0,35.4,33.2,27.7,19.8,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027:(01/27),0.0,0.0,0.0,0.0,0.0,0.0,1.9,12.5,21.9,29.4,34.2,35.7,33.4,28.0,20.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
028:(01/28),0.0,0.0,0.0,0.0,0.0,0.0,2.1,12.7,22.1,29.6,34.5,35.9,33.7,28.2,20.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
029:(01/29),0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.8,22.3,29.8,34.7,36.2,34.0,28.5,20.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030:(01/30),0.0,0.0,0.0,0.0,0.0,0.0,2.3,13.0,22.4,30.0,35.0,36.5,34.2,28.7,20.7,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031:(01/31),0.0,0.0,0.0,0.0,0.0,0.0,2.5,13.2,22.6,30.3,35.2,36.7,34.5,29.0,21.0,11.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032:(02/01),0.0,0.0,0.0,0.0,0.0,0.0,2.6,13.3,22.8,30.5,35.5,37.0,34.8,29.2,21.2,11.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
033:(02/02),0.0,0.0,0.0,0.0,0.0,0.0,2.8,13.5,23.0,30.7,35.7,37.3,35.1,29.5,21.4,11.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
034:(02/03),0.0,0.0,0.0,0.0,0.0,0.0,2.9,13.7,23.3,31.0,36.0,37.6,35.4,29.8,21.7,11.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
035:(02/04),0.0,0.0,0.0,0.0,0.0,0.0,3.1,13.9,23.5,31.2,36.3,37.9,35.6,30.0,21.9,12.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
036:(02/05),0.0,0.0,0.0,0.0,0.0,0.0,3.2,14.1,23.7,31.5,36.6,38.2,35.9,30.3,22.2,12.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
037:(02/06),0.0,0.0,0.0,0.0,0.0,0.0,3.4,14.3,23.9,31.7,36.9,38.5,36.2,30.6,22.4,12.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
038:(02/07),0.0,0.0,0.0,0.0,0.0,0.0,3.6,14.5,24.2,32.0,37.2,38.8,36.5,30.9,22.7,12.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
039:(02/08),0.0,0.0,0.0,0.0,0.0,0.0,3.8,14.7,24.4,32.3,37.5,39.1,36.8,31.1,22.9,13.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
040:(02/09),0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.9,24.6,32.6,37.8,39.4,37.1,31.4,23.2,13.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
041:(02/10),0.0,0.0,0.0,0.0,0.0,0.0,4.2,15.1,24.9,32.8,38.1,39.7,37.5,31.7,23.4,13.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
042:(02/11),0.0,0.0,0.0,0.0,0.0,0.0,4.4,15.3,25.1,33.1,38.4,40.1,37.8,32.0,23.7,13.6,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
043:(02/12),0.0,0.0,0.0,0.0,0.0,0.0,4.6,15.6,25.4,33.4,38.7,40.4,38.1,32.3,23.9,13.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
044:(02/13),0.0,0.0,0.0,0.0,0.0,0.0,4.8,15.8,25.6,33.7,39.0,40.7,38.4,32.6,24.2,14.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
045:(02/14),0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,25.9,34.0,39.4,41.1,38.7,32.9,24.4,14.3,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
046:(02/15),0.0,0.0,0.0,0.0,0.0,0.0,5.2,16.3,26.2,34.3,39.7,41.4,39.0,33.1,24.7,14.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
047:(02/16),0.0,0.0,0.0,0.0,0.0,0.0,5.4,16.5,26.5,34.6,40.0,41.7,39.4,33.4,24.9,14.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
048:(02/17),0.0,0.0,0.0,0.0,0.0,0.0,5.7,16.8,26.7,34.9,40.4,42.1,39.7,33.7,25.2,15.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
049:(02/18),0.0,0.0,0.0,0.0,0.0,0.0,5.9,17.0,27.0,35.2,40.7,42.4,40.0,34.0,25.4,15.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050:(02/19),0.0,0.0,0.0,0.0,0.0,0.0,6.1,17.3,27.3,35.6,41.0,42.8,40.4,34.3,25.7,15.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
051:(02/20),0.0,0.0,0.0,0.0,0.0,0.0,6.4,17.5,27.6,35.9,41.4,43.1,40.7,34.6,25.9,15.6,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
052:(02/21),0.0,0.0,0.0,0.0,0.0,0.0,6.6,17.8,27.9,36.2,41.8,43.5,41.0,34.9,26.2,15.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
053:(02/22),0.0,0.0,0.0,0.0,0.0,0.0,6.9,18.1,28.2,36.5,42.1,43.9,41.4,35.2,26.5,16.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
054:(02/23),0.0,0.0,0.0,0.0,0.0,0.0,7.1,18.3,28.5,36.9,42.5,44.2,41.7,35.5,26.7,16.3,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
055:(02/24),0.0,0.0,0.0,0.0,0.0,0.0,7.4,18.6,28.8,37.2,42.8,44.6,42.0,35.8,27.0,16.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
056:(02/25),0.0,0.0,0.0,0.0,0.0,0.0,7.6,18.9,29.1,37.5,43.2,44.9,42.4,36.1,27.2,16.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
057:(02/26),0.0,0.0,0.0,0.0,0.0,0.0,7.9,19.2,29.4,37.9,43.6,45.3,42.7,36.4,27.5,17.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
058:(02/27),0.0,0.0,0.0,0.0,0.0,0.0,8.1,19.4,29.7,38.2,43.9,45.7,43.1,36.7,27.7,17.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
059:(02/28),0.0,0.0,0.0,0.0,0.0,0.0,8.4,19.7,30.0,38.6,44.3,46.1,43.4,37.0,28.0,17.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
060:(03/01),0.0,0.0,0.0,0.0,0.0,0.0,8.7,20.0,30.4,38.9,44.7,46.4,43.7,37.3,28.2,17.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
061:(03/02),0.0,0.0,0.0,0.0,0.0,0.0,8.9,20.3,30.7,39.3,45.1,46.8,44.1,37.6,28.5,17.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
062:(03/03),0.0,0.0,0.0,0.0,0.0,0.0,9.2,20.6,31.0,39.6,45.4,47.2,44.4,37.9,28.7,18.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
063:(03/04),0.0,0.0,0.0,0.0,0.0,0.0,9.5,20.9,31.3,40.0,45.8,47.6,44.8,38.1,29.0,18.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
064:(03/05),0.0,0.0,0.0,0.0,0.0,0.0,9.8,21.2,31.6,40.4,46.2,48.0,45.1,38.4,29.2,18.5,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
065:(03/06),0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.5,32.0,40.7,46.6,48.3,45.5,38.7,29.5,18.7,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
066:(03/07),0.0,0.0,0.0,0.0,0.0,0.0,10.3,21.8,32.3,41.1,47.0,48.7,45.8,39.0,29.7,18.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
067:(03/08),0.0,0.0,0.0,0.0,0.0,0.0,10.6,22.1,32.6,41.4,47.4,49.1,46.1,39.3,29.9,19.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
068:(03/09),0.0,0.0,0.0,0.0,0.0,0.0,10.9,22.4,33.0,41.8,47.8,49.5,46.5,39.6,30.2,19.3,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
069:(03/10),0.0,0.0,0.0,0.0,0.0,0.0,11.2,22.7,33.3,42.2,48.2,49.9,46.8,39.9,30.4,19.5,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
070:(03/11),0.0,0.0,0.0,0.0,0.0,0.0,11.5,23.0,33.6,42.5,48.6,50.3,47.2,40.2,30.7,19.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
071:(03/12),0.0,0.0,0.0,0.0,0.0,0.0,11.8,23.3,34.0,42.9,49.0,50.7,47.5,40.5,30.9,19.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
072:(03/13),0.0,0.0,0.0,0.0,0.0,0.0,12.1,23.7,34.3,43.3,49.3,51.1,47.9,40.7,31.1,20.1,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
073:(03/14),0.0,0.0,0.0,0.0,0.0,0.3,12.4,24.0,34.7,43.7,49.7,51.4,48.2,41.0,31.4,20.3,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
074:(03/15),0.0,0.0,0.0,0.0,0.0,0.6,12.7,24.3,35.0,44.0,50.1,51.8,48.6,41.3,31.6,20.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
075:(03/16),0.0,0.0,0.0,0.0,0.0,0.9,12.9,24.6,35.3,44.4,50.5,52.2,48.9,41.6,31.8,20.7,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
076:(03/17),0.0,0.0,0.0,0.0,0.0,1.2,13.2,24.9,35.7,44.8,50.9,52.6,49.2,41.9,32.1,20.9,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
077:(03/18),0.0,0.0,0.0,0.0,0.0,1.5,13.5,25.2,36.0,45.2,51.3,53.0,49.6,42.1,32.3,21.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
078:(03/19),0.0,0.0,0.0,0.0,0.0,1.8,13.8,25.5,36.4,45.5,51.7,53.4,49.9,42.4,32.5,21.3,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
079:(03/20),0.0,0.0,0.0,0.0,0.0,2.0,14.1,25.8,36.7,45.9,52.1,53.8,50.2,42.7,32.7,21.5,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
080:(03/21),0.0,0.0,0.0,0.0,0.0,2.3,14.4,26.2,37.0,46.3,52.5,54.2,50.6,43.0,33.0,21.7,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
081:(03/22),0.0,0.0,0.0,0.0,0.0,2.6,14.7,26.5,37.4,46.6,52.9,54.6,50.9,43.2,33.2,21.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
082:(03/23),0.0,0.0,0.0,0.0,0.0,2.9,15.0,26.8,37.7,47.0,53.3,55.0,51.2,43.5,33.4,22.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
083:(03/24),0.0,0.0,0.0,0.0,0.0,3.2,15.3,27.1,38.0,47.4,53.7,55.3,51.6,43.8,33.6,22.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
084:(03/25),0.0,0.0,0.0,0.0,0.0,3.5,15.6,27.4,38.4,47.8,54.1,55.7,51.9,44.0,33.8,22.4,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
085:(03/26),0.0,0.0,0.0,0.0,0.0,3.8,15.9,27.7,38.7,48.1,54.5,56.1,52.2,44.3,34.1,22.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
086:(03/27),0.0,0.0,0.0,0.0,0.0,4.1,16.2,28.0,39.1,48.5,54.9,56.5,52.6,44.6,34.3,22.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
087:(03/28),0.0,0.0,0.0,0.0,0.0,4.4,16.5,28.3,39.4,48.9,55.3,56.9,52.9,44.8,34.5,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
088:(03/29),0.0,0.0,0.0,0.0,0.0,4.7,16.8,28.6,39.7,49.2,55.7,57.3,53.2,45.1,34.7,23.2,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
089:(03/30),0.0,0.0,0.0,0.0,0.0,4.9,17.1,28.9,40.1,49.6,56.1,57.6,53.5,45.3,34.9,23.4,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
090:(03/31),0.0,0.0,0.0,0.0,0.0,5.2,17.4,29.2,40.4,50.0,56.5,58.0,53.8,45.6,35.1,23.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
091:(04/01),0.0,0.0,0.0,0.0,0.0,5.5,17.7,29.6,40.7,50.3,56.9,58.4,54.2,45.8,35.3,23.7,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
092:(04/02),0.0,0.0,0.0,0.0,0.0,5.8,18.0,29.9,41.0,50.7,57.3,58.8,54.5,46.1,35.5,23.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
093:(04/03),0.0,0.0,0.0,0.0,0.0,6.1,18.2,30.2,41.4,51.1,57.7,59.2,54.8,46.3,35.7,24.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
094:(04/04),0.0,0.0,0.0,0.0,0.0,6.4,18.5,30.4,41.7,51.4,58.1,59.5,55.1,46.5,35.9,24.2,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
095:(04/05),0.0,0.0,0.0,0.0,0.0,6.6,18.8,30.7,42.0,51.8,58.5,59.9,55.4,46.8,36.1,24.4,12.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
096:(04/06),0.0,0.0,0.0,0.0,0.0,6.9,19.1,31.0,42.3,52.1,58.8,60.3,55.7,47.0,36.3,24.6,12.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0
097:(04/07),0.0,0.0,0.0,0.0,0.0,7.2,19.4,31.3,42.6,52.5,59.2,60.6,56.0,47.3,36.5,24.7,12.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
098:(04/08),0.0,0.0,0.0,0.0,0.0,7.5,19.6,31.6,42.9,52.8,59.6,61.0,56.3,47.5,36.7,24.9,12.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
099:(04/09),0.0,0.0,0.0,0.0,0.0,7.7,19.9,31.9,43.2,53.2,60.0,61.4,56.6,47.7,36.8,25.1,12.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0
100:(04/10),0.0,0.0,0.0,0.0,0.0,8.0,20.2,32.2,43.5,53.5,60.4,61.7,56.9,47.9,37.0,25.2,13.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101:(04/11),0.0,0.0,0.0,0.0,0.0,8.3,20.5,32.5,43.9,53.8,60.7,62.1,57.2,48.2,37.2,25.4,13.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0
102:(04/12),0.0,0.0,0.0,0.0,0.0,8.5,20.7,32.7,44.1,54.2,61.1,62.4,57.4,48.4,37.4,25.6,13.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0
103:(04/13),0.0,0.0,0.0,0.0,0.0,8.8,21.0,33.0,44.4,54.5,61.5,62.8,57.7,48.6,37.6,25.7,13.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0
104:(04/14),0.0,0.0,0.0,0.0,0.0,9.1,21.2,33.3,44.7,54.8,61.8,63.1,58.0,48.8,37.7,25.9,13.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0
105:(04/15),0.0,0.0,0.0,0.0,0.0,9.3,21.5,33.5,45.0,55.2,62.2,63.5,58.3,49.0,37.9,26.0,13.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0
106:(04/16),0.0,0.0,0.0,0.0,0.0,9.6,21.8,33.8,45.3,55.5,62.6,63.8,58.6,49.2,38.1,26.2,14.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
107:(04/17),0.0,0.0,0.0,0.0,0.0,9.8,22.0,34.1,45.6,55.8,62.9,64.2,58.8,49.4,38.3,26.3,14.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0
108:(04/18),0.0,0.0,0.0,0.0,0.0,10.1,22.2,34.3,45.9,56.1,63.3,64.5,59.1,49.7,38.4,26.5,14.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0
109:(04/19),0.0,0.0,0.0,0.0,0.0,10.3,22.5,34.6,46.1,56.4,63.6,64.8,59.4,49.9,38.6,26.6,14.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0
110:(04/20),0.0,0.0,0.0,0.0,0.0,10.6,22.7,34.8,46.4,56.7,64.0,65.2,59.6,50.1,38.8,26.8,14.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0
111:(04/21),0.0,0.0,0.0,0.0,0.0,10.8,23.0,35.1,46.7,57.0,64.3,65.5,59.9,50.3,38.9,27.0,14.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0
112:(04/22),0.0,0.0,0.0,0.0,0.0,11.0,23.2,35.3,46.9,57.3,64.6,65.8,60.1,50.5,39.1,27.1,14.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0
113:(04/23),0.0,0.0,0.0,0.0,0.0,11.3,23.4,35.5,47.2,57.6,65.0,66.2,60.4,50.6,39.3,27.3,15.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
114:(04/24),0.0,0.0,0.0,0.0,0.0,11.5,23.6,35.8,47.4,57.9,65.3,66.5,60.6,50.8,39.4,27.4,15.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0
115:(04/25),0.0,0.0,0.0,0.0,0.0,11.7,23.9,36.0,47.7,58.2,65.6,66.8,60.9,51.0,39.6,27.5,15.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0
116:(04/26),0.0,0.0,0.0,0.0,0.0,11.9,24.1,36.2,47.9,58.4,66.0,67.1,61.1,51.2,39.7,27.7,15.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0
117:(04/27),0.0,0.0,0.0,0.0,0.3,12.2,24.3,36.4,48.1,58.7,66.3,67.4,61.4,51.4,39.9,27.8,15.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0
118:(04/28),0.0,0.0,0.0,0.0,0.5,12.4,24.5,36.6,48.4,59.0,66.6,67.7,61.6,51.6,40.0,28.0,15.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0
119:(04/29),0.0,0.0,0.0,0.0,0.7,12.6,24.7,36.8,48.6,59.2,66.9,68.0,61.8,51.7,40.2,28.1,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
120:(04/30),0.0,0.0,0.0,0.0,0.9,12.8,24.9,37.0,48.8,59.5,67.2,68.3,62.0,51.9,40.3,28.3,16.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0
121:(05/01),0.0,0.0,0.0,0.0,1.1,13.0,25.1,37.2,49.0,59.7,67.5,68.6,62.3,52.1,40.5,28.4,16.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0
122:(05/02),0.0,0.0,0.0,0.0,1.3,13.2,25.3,37.4,49.2,60.0,67.8,68.9,62.5,52.3,40.6,28.5,16.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0
123:(05/03),0.0,0.0,0.0,0.0,1.5,13.4,25.5,37.6,49.4,60.2,68.1,69.2,62.7,52.4,40.8,28.7,16.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0
124:(05/04),0.0,0.0,0.0,0.0,1.7,13.5,25.7,37.8,49.6,60.5,68.4,69.5,62.9,52.6,40.9,28.8,16.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0
125:(05/05),0.0,0.0,0.0,0.0,1.9,13.7,25.8,38.0,49.8,60.7,68.6,69.7,63.1,52.8,41.1,29.0,16.8,4.9,0.0,0.0,0.0,0.0,0.0,0.0
126:(05/06),0.0,0.0,0.0,0.0,2.1,13.9,26.0,38.2,50.0,60.9,68.9,70.0,63.3,52.9,41.2,29.1,16.9,5.1,0.0,0.0,0.0,0.0,0.0,0.0
127:(05/07),0.0,0.0,0.0,0.0,2.3,14.1,26.2,38.3,50.2,61.1,69.2,70.3,63.6,53.1,41.4,29.2,17.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0
128:(05/08),0.0,0.0,0.0,0.0,2.5,14.2,26.3,38.5,50.4,61.3,69.4,70.6,63.8,53.2,41.5,29.4,17.2,5.4,0.0,0.0,0.0,0.0,0.0,0.0
129:(05/09),0.0,0.0,0.0,0.0,2.6,14.4,26.5,38.6,50.6,61.5,69.7,70.8,63.9,53.4,41.6,29.5,17.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0
130:(05/10),0.0,0.0,0.0,0.0,2.8,14.6,26.6,38.8,50.7,61.7,70.0,71.1,64.1,53.6,41.8,29.6,17.5,5.6,0.0,0.0,0.0,0.0,0.0,0.0
131:(05/11),0.0,0.0,0.0,0.0,3.0,14.7,26.8,38.9,50.9,61.9,70.2,71.3,64.3,53.7,41.9,29.7,17.6,5.8,0.0,0.0,0.0,0.0,0.0,0.0
132:(05/12),0.0,0.0,0.0,0.0,3.1,14.9,26.9,39.1,51.0,62.1,70.4,71.6,64.5,53.9,42.0,29.9,17.8,5.9,0.0,0.0,0.0,0.0,0.0,0.0
133:(05/13),0.0,0.0,0.0,0.0,3.3,15.0,27.1,39.2,51.2,62.3,70.7,71.8,64.7,54.0,42.2,30.0,17.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0
134:(05/14),0.0,0.0,0.0,0.0,3.4,15.1,27.2,39.4,51.3,62.5,70.9,72.1,64.9,54.1,42.3,30.1,18.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0
