[ß],01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
252:(09/09),0.0,0.0,0.0,0.0,0.0,-91.4,-82.5,-72.4,-59.9,-42.8,-18.7,10.5,36.6,55.6,69.2,79.8,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253:(09/10),0.0,0.0,0.0,0.0,0.0,-91.1,-82.1,-72.0,-59.4,-42.3,-18.3,10.6,36.5,55.3,68.9,79.5,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254:(09/11),0.0,0.0,0.0,0.0,0.0,-90.7,-81.7,-71.6,-59.0,-41.8,-18.0,10.7,36.3,55.0,68.6,79.2,88.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255:(09/12),0.0,0.0,0.0,0.0,0.0,-90.3,-81.4,-71.2,-58.6,-41.4,-17.6,10.7,36.1,54.8,68.3,79.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256:(09/13),0.0,0.0,0.0,0.0,0.0,-90.0,-81.0,-70.8,-58.1,-41.0,-17.3,10.8,35.9,54.5,68.1,78.7,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257:(09/14),0.0,0.0,0.0,0.0,0.0,-89.6,-80.6,-70.4,-57.7,-40.5,-17.0,10.8,35.7,54.3,67.8,78.4,87.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258:(09/15),0.0,0.0,0.0,0.0,0.0,-89.2,-80.2,-70.0,-57.2,-40.1,-16.7,10.9,35.6,54.0,67.5,78.1,87.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259:(09/16),0.0,0.0,0.0,0.0,0.0,-88.9,-79.8,-69.6,-56.8,-39.6,-16.4,10.9,35.4,53.7,67.2,77.9,87.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260:(09/17),0.0,0.0,0.0,0.0,0.0,-88.5,-79.4,-69.2,-56.4,-39.2,-16.0,11.0,35.2,53.5,67.0,77.6,86.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261:(09/18),0.0,0.0,0.0,0.0,0.0,-88.1,-79.1,-68.8,-55.9,-38.8,-15.7,11.0,35.1,53.2,66.7,77.3,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262:(09/19),0.0,0.0,0.0,0.0,0.0,-87.8,-78.7,-68.4,-55.5,-38.4,-15.4,11.1,34.9,53.0,66.4,77.1,86.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263:(09/20),0.0,0.0,0.0,0.0,0.0,-87.4,-78.3,-68.0,-55.1,-37.9,-15.1,11.1,34.8,52.7,66.1,76.8,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264:(09/21),0.0,0.0,0.0,0.0,0.0,-87.0,-77.9,-67.5,-54.7,-37.5,-14.8,11.2,34.6,52.5,65.9,76.5,85.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265:(09/22),0.0,0.0,0.0,0.0,0.0,-86.7,-77.5,-67.1,-54.2,-37.1,-14.6,11.2,34.4,52.2,65.6,76.3,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266:(09/23),0.0,0.0,0.0,0.0,0.0,-86.3,-77.2,-66.7,-53.8,-36.7,-14.3,11.3,34.3,52.0,65.3,76.0,85.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267:(09/24),0.0,0.0,0.0,0.0,0.0,-85.9,-76.8,-66.3,-53.4,-36.3,-14.0,11.3,34.1,51.8,65.1,75.7,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268:(09/25),0.0,0.0,0.0,0.0,0.0,-85.6,-76.4,-66.0,-53.0,-35.9,-13.7,11.3,34.0,51.5,64.8,75.5,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269:(09/26),0.0,0.0,0.0,0.0,0.0,-85.2,-76.0,-65.6,-52.6,-35.5,-13.5,11.4,33.8,51.3,64.6,75.2,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270:(09/27),0.0,0.0,0.0,0.0,0.0,-84.8,-75.7,-65.2,-52.2,-35.2,-13.2,11.4,33.7,51.1,64.3,74.9,84.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271:(09/28),0.0,0.0,0.0,0.0,0.0,-84.5,-75.3,-64.8,-51.8,-34.8,-13.0,11.4,33.5,50.8,64.0,74.7,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272:(09/29),0.0,0.0,0.0,0.0,0.0,-84.1,-74.9,-64.4,-51.4,-34.4,-12.7,11.5,33.4,50.6,63.8,74.4,83.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273:(09/30),0.0,0.0,0.0,0.0,0.0,-83.7,-74.5,-64.0,-51.0,-34.0,-12.5,11.5,33.3,50.4,63.5,74.1,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274:(10/01),0.0,0.0,0.0,0.0,0.0,-83.4,-74.2,-63.6,-50.6,-33.7,-12.2,11.5,33.1,50.1,63.3,73.9,83.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275:(10/02),0.0,0.0,0.0,0.0,0.0,-83.0,-73.8,-63.2,-50.2,-33.3,-12.0,11.6,33.0,49.9,63.0,73.6,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276:(10/03),0.0,0.0,0.0,0.0,0.0,-82.6,-73.4,-62.9,-49.8,-33.0,-11.8,11.6,32.8,49.7,62.8,73.3,82.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277:(10/04),0.0,0.0,0.0,0.0,0.0,-82.3,-73.1,-62.5,-49.4,-32.6,-11.6,11.6,32.7,49.5,62.5,73.1,82.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278:(10/05),0.0,0.0,0.0,0.0,0.0,-81.9,-72.7,-62.1,-49.1,-32.3,-11.4,11.6,32.5,49.2,62.3,72.8,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279:(10/06),0.0,0.0,0.0,0.0,0.0,-81.6,-72.3,-61.7,-48.7,-32.0,-11.2,11.6,32.4,49.0,62.0,72.6,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280:(10/07),0.0,0.0,0.0,0.0,0.0,-81.2,-72.0,-61.4,-48.3,-31.7,-11.0,11.7,32.3,48.8,61.8,72.3,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281:(10/08),0.0,0.0,0.0,0.0,0.0,-80.9,-71.6,-61.0,-48.0,-31.3,-10.8,11.7,32.1,48.6,61.5,72.0,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282:(10/09),0.0,0.0,0.0,0.0,0.0,-80.5,-71.3,-60.7,-47.6,-31.0,-10.6,11.7,32.0,48.4,61.3,71.8,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283:(10/10),0.0,0.0,0.0,0.0,0.0,-80.2,-70.9,-60.3,-47.3,-30.7,-10.4,11.7,31.8,48.1,61.0,71.5,80.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284:(10/11),0.0,0.0,0.0,0.0,0.0,-79.8,-70.6,-60.0,-46.9,-30.4,-10.2,11.7,31.7,47.9,60.8,71.3,80.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285:(10/12),0.0,0.0,0.0,0.0,0.0,-79.5,-70.2,-59.6,-46.6,-30.1,-10.0,11.7,31.6,47.7,60.5,71.0,80.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286:(10/13),0.0,0.0,0.0,0.0,0.0,-79.1,-69.9,-59.3,-46.3,-29.9,-9.9,11.7,31.4,47.5,60.3,70.7,79.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287:(10/14),0.0,0.0,0.0,0.0,0.0,-78.8,-69.6,-58.9,-45.9,-29.6,-9.7,11.7,31.3,47.3,60.0,70.5,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288:(10/15),0.0,0.0,0.0,0.0,0.0,-78.5,-69.2,-58.6,-45.6,-29.3,-9.5,11.7,31.1,47.1,59.8,70.2,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289:(10/16),0.0,0.0,0.0,0.0,0.0,-78.1,-68.9,-58.3,-45.3,-29.0,-9.4,11.7,31.0,46.9,59.5,70.0,79.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290:(10/17),0.0,0.0,0.0,0.0,0.0,-77.8,-68.6,-58.0,-45.0,-28.8,-9.3,11.7,30.9,46.7,59.3,69.7,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291:(10/18),0.0,0.0,0.0,0.0,0.0,-77.5,-68.3,-57.6,-44.7,-28.5,-9.1,11.6,30.7,46.4,59.1,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292:(10/19),0.0,0.0,0.0,0.0,0.0,-77.2,-67.9,-57.3,-44.4,-28.3,-9.0,11.6,30.6,46.2,58.8,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293:(10/20),0.0,0.0,0.0,0.0,0.0,-76.9,-67.6,-57.0,-44.1,-28.0,-8.9,11.6,30.4,46.0,58.6,68.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294:(10/21),0.0,0.0,0.0,0.0,0.0,-76.5,-67.3,-56.7,-43.8,-27.8,-8.7,11.6,30.3,45.8,58.3,68.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295:(10/22),0.0,0.0,0.0,0.0,0.0,-76.2,-67.0,-56.4,-43.5,-27.6,-8.6,11.6,30.1,45.6,58.1,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296:(10/23),0.0,0.0,0.0,0.0,0.0,-75.9,-66.7,-56.1,-43.3,-27.4,-8.5,11.5,30.0,45.4,57.9,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297:(10/24),0.0,0.0,0.0,0.0,0.0,-75.6,-66.4,-55.8,-43.0,-27.2,-8.4,11.5,29.9,45.2,57.6,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298:(10/25),0.0,0.0,0.0,0.0,0.0,-75.3,-66.1,-55.5,-42.7,-26.9,-8.3,11.5,29.7,45.0,57.4,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299:(10/26),0.0,0.0,0.0,0.0,0.0,0.0,-65.8,-55.3,-42.5,-26.7,-8.2,11.4,29.6,44.8,57.1,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300:(10/27),0.0,0.0,0.0,0.0,0.0,0.0,-65.6,-55.0,-42.2,-26.6,-8.1,11.4,29.4,44.6,56.9,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301:(10/28),0.0,0.0,0.0,0.0,0.0,0.0,-65.3,-54.7,-42.0,-26.4,-8.0,11.3,29.3,44.4,56.7,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302:(10/29),0.0,0.0,0.0,0.0,0.0,0.0,-65.0,-54.5,-41.7,-26.2,-8.0,11.3,29.1,44.2,56.4,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303:(10/30),0.0,0.0,0.0,0.0,0.0,0.0,-64.7,-54.2,-41.5,-26.0,-7.9,11.2,29.0,44.0,56.2,66.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304:(10/31),0.0,0.0,0.0,0.0,0.0,0.0,-64.5,-54.0,-41.3,-25.9,-7.8,11.2,28.8,43.8,56.0,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305:(11/01),0.0,0.0,0.0,0.0,0.0,0.0,-64.2,-53.7,-41.1,-25.7,-7.8,11.1,28.7,43.6,55.8,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306:(11/02),0.0,0.0,0.0,0.0,0.0,0.0,-64.0,-53.5,-40.9,-25.5,-7.7,11.1,28.5,43.3,55.5,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307:(11/03),0.0,0.0,0.0,0.0,0.0,0.0,-63.7,-53.3,-40.7,-25.4,-7.7,11.0,28.4,43.1,55.3,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308:(11/04),0.0,0.0,0.0,0.0,0.0,0.0,-63.5,-53.0,-40.5,-25.3,-7.6,11.0,28.2,42.9,55.1,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309:(11/05),0.0,0.0,0.0,0.0,0.0,0.0,-63.3,-52.8,-40.3,-25.1,-7.6,10.9,28.1,42.7,54.8,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310:(11/06),0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-52.6,-40.1,-25.0,-7.5,10.8,27.9,42.5,54.6,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311:(11/07),0.0,0.0,0.0,0.0,0.0,0.0,-62.8,-52.4,-39.9,-24.9,-7.5,10.7,27.8,42.3,54.4,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312:(11/08),0.0,0.0,0.0,0.0,0.0,0.0,-62.6,-52.2,-39.7,-24.8,-7.5,10.7,27.6,42.1,54.2,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313:(11/09),0.0,0.0,0.0,0.0,0.0,0.0,-62.4,-52.0,-39.6,-24.7,-7.5,10.6,27.5,41.9,54.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314:(11/10),0.0,0.0,0.0,0.0,0.0,0.0,-62.2,-51.8,-39.4,-24.6,-7.4,10.5,27.3,41.7,53.7,63.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315:(11/11),0.0,0.0,0.0,0.0,0.0,0.0,-62.0,-51.6,-39.3,-24.5,-7.4,10.4,27.2,41.5,53.5,63.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316:(11/12),0.0,0.0,0.0,0.0,0.0,0.0,-61.8,-51.5,-39.1,-24.4,-7.4,10.4,27.0,41.4,53.3,63.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317:(11/13),0.0,0.0,0.0,0.0,0.0,0.0,-61.6,-51.3,-39.0,-24.3,-7.4,10.3,26.9,41.2,53.1,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318:(11/14),0.0,0.0,0.0,0.0,0.0,0.0,-61.4,-51.1,-38.9,-24.2,-7.4,10.2,26.7,41.0,52.9,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319:(11/15),0.0,0.0,0.0,0.0,0.0,0.0,-61.2,-51.0,-38.8,-24.2,-7.4,10.1,26.5,40.8,52.7,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320:(11/16),0.0,0.0,0.0,0.0,0.0,0.0,-61.1,-50.8,-38.6,-24.1,-7.4,10.0,26.4,40.6,52.4,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321:(11/17),0.0,0.0,0.0,0.0,0.0,0.0,-60.9,-50.7,-38.5,-24.0,-7.5,9.9,26.2,40.4,52.2,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322:(11/18),0.0,0.0,0.0,0.0,0.0,0.0,-60.8,-50.6,-38.4,-24.0,-7.5,9.8,26.1,40.2,52.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323:(11/19),0.0,0.0,0.0,0.0,0.0,0.0,-60.6,-50.4,-38.3,-23.9,-7.5,9.7,25.9,40.0,51.8,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324:(11/20),0.0,0.0,0.0,0.0,0.0,0.0,-60.5,-50.3,-38.2,-23.9,-7.5,9.6,25.8,39.8,51.6,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325:(11/21),0.0,0.0,0.0,0.0,0.0,0.0,-60.3,-50.2,-38.2,-23.9,-7.6,9.5,25.6,39.6,51.4,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326:(11/22),0.0,0.0,0.0,0.0,0.0,0.0,-60.2,-50.1,-38.1,-23.8,-7.6,9.4,25.4,39.4,51.2,61.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327:(11/23),0.0,0.0,0.0,0.0,0.0,0.0,-60.1,-50.0,-38.0,-23.8,-7.7,9.3,25.3,39.3,51.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328:(11/24),0.0,0.0,0.0,0.0,0.0,0.0,-60.0,-49.9,-37.9,-23.8,-7.7,9.2,25.1,39.1,50.8,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329:(11/25),0.0,0.0,0.0,0.0,0.0,0.0,-59.9,-49.8,-37.9,-23.8,-7.8,9.0,25.0,38.9,50.6,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330:(11/26),0.0,0.0,0.0,0.0,0.0,0.0,-59.8,-49.7,-37.8,-23.8,-7.8,8.9,24.8,38.7,50.4,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331:(11/27),0.0,0.0,0.0,0.0,0.0,0.0,-59.7,-49.6,-37.8,-23.8,-7.9,8.8,24.6,38.5,50.3,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332:(11/28),0.0,0.0,0.0,0.0,0.0,0.0,-59.6,-49.6,-37.8,-23.8,-7.9,8.7,24.5,38.4,50.1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333:(11/29),0.0,0.0,0.0,0.0,0.0,0.0,-59.5,-49.5,-37.7,-23.8,-8.0,8.6,24.3,38.2,49.9,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334:(11/30),0.0,0.0,0.0,0.0,0.0,0.0,-59.4,-49.5,-37.7,-23.8,-8.1,8.5,24.2,38.0,49.7,59.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335:(12/01),0.0,0.0,0.0,0.0,0.0,0.0,-59.3,-49.4,-37.7,-23.9,-8.1,8.3,24.0,37.8,49.5,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336:(12/02),0.0,0.0,0.0,0.0,0.0,0.0,-59.3,-49.4,-37.7,-23.9,-8.2,8.2,23.9,37.7,49.4,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337:(12/03),0.0,0.0,0.0,0.0,0.0,0.0,-59.2,-49.3,-37.7,-23.9,-8.3,8.1,23.7,37.5,49.2,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338:(12/04),0.0,0.0,0.0,0.0,0.0,0.0,-59.2,-49.3,-37.7,-24.0,-8.4,8.0,23.6,37.3,49.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339:(12/05),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.3,-37.7,-24.0,-8.5,7.8,23.4,37.2,48.9,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340:(12/06),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.3,-37.7,-24.0,-8.6,7.7,23.3,37.0,48.7,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341:(12/07),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.3,-37.7,-24.1,-8.7,7.6,23.1,36.9,48.5,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342:(12/08),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.3,-37.7,-24.2,-8.8,7.4,23.0,36.7,48.4,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343:(12/09),0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-49.3,-37.8,-24.2,-8.9,7.3,22.8,36.5,48.2,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344:(12/10),0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-49.3,-37.8,-24.3,-9.0,7.2,22.7,36.4,48.1,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345:(12/11),0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-49.3,-37.8,-24.4,-9.1,7.0,22.5,36.2,47.9,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346:(12/12),0.0,0.0,0.0,0.0,0.0,0.0,-59.0,-49.3,-37.9,-24.4,-9.2,6.9,22.4,36.1,47.8,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347:(12/13),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.3,-37.9,-24.5,-9.3,6.8,22.2,36.0,47.7,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348:(12/14),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.4,-38.0,-24.6,-9.4,6.6,22.1,35.8,47.5,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349:(12/15),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.4,-38.1,-24.7,-9.5,6.5,21.9,35.7,47.4,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350:(12/16),0.0,0.0,0.0,0.0,0.0,0.0,-59.1,-49.5,-38.1,-24.8,-9.6,6.4,21.8,35.6,47.3,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351:(12/17),0.0,0.0,0.0,0.0,0.0,0.0,-59.2,-49.5,-38.2,-24.9,-9.7,6.2,21.7,35.4,47.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352:(12/18),0.0,0.0,0.0,0.0,0.0,0.0,-59.2,-49.6,-38.3,-25.0,-9.9,6.1,21.5,35.3,47.1,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353:(12/19),0.0,0.0,0.0,0.0,0.0,0.0,-59.3,-49.6,-38.4,-25.1,-10.0,6.0,21.4,35.2,47.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354:(12/20),0.0,0.0,0.0,0.0,0.0,0.0,-59.3,-49.7,-38.4,-25.2,-10.1,5.8,21.3,35.1,46.9,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355:(12/21),0.0,0.0,0.0,0.0,0.0,0.0,-59.4,-49.8,-38.5,-25.3,-10.2,5.7,21.2,35.0,46.8,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356:(12/22),0.0,0.0,0.0,0.0,0.0,0.0,-59.4,-49.9,-38.6,-25.4,-10.4,5.6,21.0,34.8,46.7,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357:(12/23),0.0,0.0,0.0,0.0,0.0,0.0,-59.5,-50.0,-38.7,-25.5,-10.5,5.4,20.9,34.7,46.6,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358:(12/24),0.0,0.0,0.0,0.0,0.0,0.0,-59.6,-50.0,-38.8,-25.7,-10.6,5.3,20.8,34.6,46.5,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359:(12/25),0.0,0.0,0.0,0.0,0.0,0.0,-59.7,-50.1,-38.9,-25.8,-10.8,5.2,20.7,34.5,46.4,56.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360:(12/26),0.0,0.0,0.0,0.0,0.0,0.0,-59.8,-50.2,-39.1,-25.9,-10.9,5.1,20.6,34.4,46.3,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361:(12/27),0.0,0.0,0.0,0.0,0.0,0.0,-59.9,-50.4,-39.2,-26.0,-11.0,4.9,20.4,34.4,46.3,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362:(12/28),0.0,0.0,0.0,0.0,0.0,0.0,-60.0,-50.5,-39.3,-26.2,-11.2,4.8,20.3,34.3,46.2,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363:(12/29),0.0,0.0,0.0,0.0,0.0,0.0,-60.1,-50.6,-39.4,-26.3,-11.3,4.7,20.2,34.2,46.1,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364:(12/30),0.0,0.0,0.0,0.0,0.0,0.0,-60.2,-50.7,-39.6,-26.4,-11.5,4.5,20.1,34.1,46.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365:(12/31),0.0,0.0,0.0,0.0,0.0,0.0,-60.3,-50.8,-39.7,-26.6,-11.6,4.4,20.0,34.0,46.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
